,ROI,Networks,t-value mean
41,7Networks_LH_DorsAttn_FEF_2,DAN,0.6801099842593945
42,7Networks_LH_DorsAttn_PrCv_1,DAN,0.3879775163109583
43,7Networks_LH_SalVentAttn_ParOper_1,SAL,0.13098681686558827
44,7Networks_LH_SalVentAttn_ParOper_2,SAL,0.7201175738152681
45,7Networks_LH_SalVentAttn_ParOper_3,SAL,-0.19504876815192576
46,7Networks_LH_SalVentAttn_FrOperIns_1,SAL,1.2854610700750053
47,7Networks_LH_SalVentAttn_FrOperIns_2,SAL,1.3071986996327398
48,7Networks_LH_SalVentAttn_FrOperIns_3,SAL,0.7731218126806803
49,7Networks_LH_SalVentAttn_FrOperIns_4,SAL,0.3137200972181062
50,7Networks_LH_SalVentAttn_PFCl_1,SAL,1.453335108626665
51,7Networks_LH_SalVentAttn_Med_1,SAL,0.694117454441848
52,7Networks_LH_SalVentAttn_Med_2,SAL,0.6613509828493264
53,7Networks_LH_SalVentAttn_Med_3,SAL,0.33429871803940325
54,7Networks_LH_Limbic_OFC_1,LIM,2.386211527684054
55,7Networks_LH_Limbic_OFC_2,LIM,2.344285282325193
56,7Networks_LH_Limbic_TempPole_1,LIM,0.27136451062369604
57,7Networks_LH_Limbic_TempPole_2,LIM,0.9270132385343546
58,7Networks_LH_Limbic_TempPole_3,LIM,0.6240401106949109
59,7Networks_LH_Limbic_TempPole_4,LIM,1.1297368280126587
60,7Networks_LH_Cont_Par_1,FPN,0.7056325314692523
61,7Networks_LH_Cont_Par_2,FPN,1.035486872602138
62,7Networks_LH_Cont_Par_3,FPN,1.0094973988394065
